respondent_id,age,gender,province,sector,education,urban_rural,monthly_income_rwf
1486,46,Female,Southern,Agriculture,Primary,Rural,73712
1487,18,Female,Southern,Agriculture,Primary,Urban,370303
1488,18,Female,Kigali,Manufacturing,Secondary,Rural,104585
1489,18,Male,Western,Agriculture,Tertiary,Urban,163729
1490,50,Female,Eastern,Agriculture,Secondary,Rural,126067
1491,28,Female,Kigali,Manufacturing,Secondary,Rural,81431
1492,65,Female,Kigali,Trade,Primary,Rural,77984
1493,28,Male,Eastern,Services,Primary,Rural,142591
1494,37,Female,Western,Manufacturing,Tertiary,Rural,258229
1495,53,Female,Eastern,Agriculture,No Education,Urban,285930
1496,59,Male,Southern,Agriculture,Tertiary,Rural,487872
1497,59,Male,Kigali,Agriculture,Secondary,Urban,67286
1498,49,Female,Eastern,Services,Secondary,Urban,218833
1499,47,Male,Western,Other,No Education,Urban,220083
1500,42,Female,Southern,Agriculture,Secondary,Rural,345344
1501,44,Female,Kigali,Services,Secondary,Rural,273615
1502,28,Female,Northern,Agriculture,Primary,Rural,109633
1503,25,Male,Kigali,Services,Primary,Rural,222096
1504,34,Male,Eastern,Agriculture,Tertiary,Urban,316798
1505,32,Female,Southern,Agriculture,Secondary,Rural,48876
1506,29,Male,Southern,Trade,Primary,Urban,164705
1507,43,Female,Kigali,Services,No Education,Rural,380655
1508,46,Male,Western,Services,Secondary,Urban,169594
1509,36,Male,Northern,Agriculture,Secondary,Urban,148025
1510,52,Male,Eastern,Agriculture,Secondary,Rural,84559
1511,21,Female,Northern,Agriculture,Secondary,Rural,16125
1512,32,Female,Northern,Trade,Primary,Rural,110390
1513,26,Male,Northern,Other,Secondary,Rural,163374
1514,18,Male,Eastern,Services,Primary,Urban,112420
1515,34,Male,Northern,Agriculture,Tertiary,Rural,56440
1516,33,Female,Kigali,Trade,Secondary,Rural,63441
1517,53,Male,Southern,Services,Primary,Urban,312183
1518,42,Female,Northern,Services,Primary,Urban,820784
1519,22,Female,Kigali,Agriculture,Secondary,Urban,403338
1520,57,Female,Southern,Manufacturing,Primary,Rural,51860
1521,49,Male,Western,Services,Primary,Urban,335607
1522,41,Female,Western,Trade,Secondary,Rural,75495
1523,32,Male,Eastern,Trade,Primary,Rural,68152
1524,23,Male,Kigali,Agriculture,Secondary,Urban,92226
1525,30,Female,Northern,Manufacturing,Primary,Rural,267436
1526,48,Female,Kigali,Trade,Secondary,Rural,276444
1527,57,Male,Western,Agriculture,No Education,Rural,73015
1528,53,Male,Kigali,Agriculture,No Education,Rural,74013
1529,29,Female,Kigali,Agriculture,Tertiary,Rural,206087
1530,21,Male,Eastern,Services,Secondary,Rural,242578
1531,36,Female,Eastern,Agriculture,Primary,Urban,289384
1532,18,Female,Southern,Services,Primary,Urban,60627
1533,38,Male,Eastern,Agriculture,Secondary,Rural,104322
1534,33,Male,Kigali,Trade,Secondary,Urban,70991
1535,29,Male,Kigali,Agriculture,Tertiary,Rural,136473
1536,18,Female,Northern,Agriculture,Tertiary,Urban,154209
1537,41,Female,Kigali,Services,Secondary,Rural,148343
1538,28,Male,Northern,Services,Primary,Urban,89339
1539,20,Female,Northern,Agriculture,Secondary,Rural,31237
1540,18,Female,Southern,Agriculture,Secondary,Rural,19219
1541,34,Male,Western,Agriculture,Primary,Urban,101680
1542,56,Female,Western,Manufacturing,Primary,Urban,139992
1543,54,Male,Western,Trade,No Education,Rural,57483
1544,29,Male,Kigali,Services,No Education,Urban,443620
1545,27,Male,Kigali,Manufacturing,Primary,Rural,76437
1546,40,Male,Eastern,Manufacturing,Secondary,Urban,725537
1547,23,Male,Western,Agriculture,Secondary,Rural,376357
1548,38,Male,Western,Other,Secondary,Rural,26947
1549,44,Female,Western,Trade,Primary,Rural,116916
1550,49,Female,Kigali,Agriculture,No Education,Rural,57359
1551,33,Female,Western,Agriculture,Secondary,Rural,9994
1552,32,Male,Eastern,Agriculture,Primary,Rural,27349
1553,24,Male,Kigali,Agriculture,Secondary,Rural,190835
1554,25,Male,Eastern,Manufacturing,Tertiary,Urban,1626567
1555,32,Female,Kigali,Services,Primary,Urban,348759
1556,39,Female,Northern,Trade,Primary,Rural,140676
1557,45,Male,Eastern,Manufacturing,Secondary,Rural,176622
1558,25,Male,Eastern,Services,Tertiary,Urban,1065125
1559,52,Female,Northern,Manufacturing,Secondary,Urban,1302494
1560,31,Male,Western,Agriculture,Tertiary,Rural,88891
1561,34,Male,Southern,Agriculture,Primary,Rural,17538
1562,26,Female,Eastern,Services,Tertiary,Rural,39797
1563,18,Female,Southern,Agriculture,Primary,Rural,250113
1564,45,Male,Western,Agriculture,No Education,Rural,76054
1565,43,Male,Kigali,Trade,Tertiary,Rural,205742
1566,31,Female,Northern,Manufacturing,Tertiary,Rural,59381
1567,35,Male,Kigali,Agriculture,No Education,Urban,56199
1568,41,Male,Kigali,Manufacturing,Primary,Rural,120018
1569,18,Male,Southern,Trade,No Education,Rural,116572
1570,28,Male,Western,Agriculture,Primary,Rural,63151
1571,44,Male,Kigali,Agriculture,Primary,Urban,49250
1572,19,Female,Southern,Other,Tertiary,Rural,94857
1573,38,Male,Western,Agriculture,Secondary,Urban,350895
1574,18,Male,Western,Agriculture,Secondary,Urban,162334
1575,40,Female,Kigali,Services,Secondary,Rural,251302
1576,34,Female,Western,Trade,Secondary,Rural,62521
1577,18,Female,Eastern,Agriculture,Secondary,Rural,9663
1578,48,Female,Northern,Agriculture,Secondary,Rural,67557
1579,26,Male,Kigali,Agriculture,Primary,Rural,43430
1580,25,Female,Kigali,Other,Secondary,Rural,169663
1581,37,Male,Southern,Agriculture,Secondary,Rural,1422319
1582,48,Female,Eastern,Services,Secondary,Urban,349124
1583,22,Female,Kigali,Other,Tertiary,Rural,1585728
1584,35,Female,Kigali,Agriculture,Primary,Rural,136924
1585,40,Female,Southern,Other,Secondary,Urban,100792
1586,43,Male,Kigali,Other,No Education,Rural,130396
1587,37,Female,Southern,Trade,Secondary,Rural,533319
1588,30,Female,Kigali,Agriculture,Primary,Rural,375426
1589,25,Female,Kigali,Services,No Education,Rural,74761
1590,36,Male,Eastern,Trade,Primary,Rural,132967
1591,22,Female,Eastern,Other,Secondary,Urban,53173
1592,18,Male,Eastern,Agriculture,Primary,Urban,218439
1593,40,Male,Eastern,Trade,Tertiary,Rural,615672
1594,45,Male,Western,Agriculture,No Education,Rural,81527
1595,18,Male,Northern,Agriculture,Tertiary,Rural,83344
1596,22,Female,Kigali,Services,Secondary,Rural,205415
1597,42,Male,Eastern,Trade,Primary,Rural,151641
1598,59,Female,Western,Services,Primary,Rural,139044
1599,35,Male,Eastern,Services,Secondary,Urban,230965
1600,26,Male,Kigali,Other,Secondary,Urban,145172
1601,32,Male,Southern,Agriculture,Secondary,Rural,227745
1602,51,Male,Northern,Services,Primary,Rural,234829
1603,27,Male,Northern,Agriculture,Secondary,Rural,46757
1604,25,Male,Kigali,Agriculture,Tertiary,Rural,63333
1605,29,Female,Kigali,Manufacturing,Primary,Rural,124030
1606,23,Male,Northern,Other,Primary,Rural,195786
1607,36,Male,Kigali,Services,Primary,Rural,146690
1608,54,Male,Northern,Trade,Secondary,Rural,76714
1609,38,Female,Northern,Agriculture,Secondary,Rural,126555
1610,31,Female,Kigali,Agriculture,Primary,Rural,66670
1611,31,Female,Western,Services,No Education,Urban,311475
1612,18,Male,Southern,Agriculture,No Education,Rural,103084
1613,45,Male,Southern,Agriculture,Primary,Rural,67504
1614,34,Female,Kigali,Services,Primary,Rural,156818
1615,32,Male,Kigali,Agriculture,Tertiary,Rural,407046
1616,70,Male,Eastern,Agriculture,Secondary,Rural,65089
1617,38,Male,Kigali,Services,Primary,Urban,233776
1618,25,Male,Western,Services,Tertiary,Rural,201539
1619,29,Male,Kigali,Other,Secondary,Urban,234759
1620,48,Female,Eastern,Services,Secondary,Urban,118586
1621,36,Male,Eastern,Services,No Education,Rural,129390
1622,18,Female,Northern,Other,Primary,Rural,263436
1623,46,Male,Kigali,Trade,Tertiary,Rural,83967
1624,26,Male,Eastern,Agriculture,Secondary,Rural,35443
1625,57,Female,Kigali,Agriculture,Primary,Rural,30915
1626,47,Male,Western,Manufacturing,Secondary,Urban,91552
1627,29,Female,Kigali,Services,Tertiary,Urban,446293
1628,50,Female,Western,Trade,Primary,Rural,35264
1629,35,Male,Southern,Manufacturing,Secondary,Urban,184035
1630,45,Female,Kigali,Services,Tertiary,Rural,349668
1631,40,Male,Southern,Other,Primary,Rural,151544
1632,24,Female,Kigali,Services,Secondary,Rural,113123
1633,27,Male,Western,Agriculture,Secondary,Urban,155488
1634,47,Female,Northern,Trade,Secondary,Rural,139815
1635,30,Male,Eastern,Agriculture,Primary,Rural,72603
1636,30,Female,Eastern,Trade,Primary,Urban,119253
1637,23,Female,Kigali,Other,Secondary,Rural,767356
1638,40,Female,Western,Manufacturing,Primary,Rural,290462
1639,59,Female,Kigali,Services,Primary,Rural,948040
1640,22,Female,Southern,Services,Primary,Rural,87558
1641,35,Female,Eastern,Agriculture,No Education,Urban,95917
1642,51,Male,Western,Agriculture,Tertiary,Rural,48968
1643,34,Male,Kigali,Services,Primary,Urban,88640
1644,40,Male,Northern,Trade,Tertiary,Urban,1057778
1645,22,Male,Eastern,Manufacturing,Primary,Urban,130159
1646,40,Male,Southern,Agriculture,Secondary,Urban,619711
1647,32,Female,Kigali,Services,Primary,Rural,48191
1648,46,Male,Kigali,Trade,Secondary,Urban,71822
1649,49,Female,Kigali,Services,Secondary,Rural,117207
1650,66,Male,Southern,Services,Primary,Rural,123825
1651,41,Male,Kigali,Trade,Tertiary,Rural,371853
1652,38,Female,Northern,Manufacturing,Primary,Rural,218032
1653,37,Female,Kigali,Services,Secondary,Rural,110374
1654,30,Female,Western,Trade,Tertiary,Rural,159713
1655,39,Female,Western,Agriculture,Tertiary,Rural,110127
1656,31,Male,Northern,Other,Tertiary,Rural,85482
1657,37,Female,Eastern,Agriculture,Primary,Rural,42693
1658,50,Male,Kigali,Agriculture,Primary,Rural,197693
1659,22,Male,Kigali,Trade,Primary,Rural,25154
1660,48,Male,Kigali,Agriculture,Secondary,Rural,374410
1661,50,Male,Southern,Manufacturing,Secondary,Urban,177514
1662,33,Male,Northern,Trade,Primary,Urban,76089
1663,18,Female,Western,Trade,Secondary,Urban,301503
1664,27,Female,Eastern,Other,Primary,Rural,356284
1665,50,Male,Southern,Agriculture,Primary,Urban,276132
1666,34,Male,Eastern,Manufacturing,Secondary,Rural,268422
1667,23,Male,Northern,Agriculture,Secondary,Rural,244926
1668,28,Male,Kigali,Services,Secondary,Rural,39006
1669,45,Female,Eastern,Trade,Primary,Rural,71528
1670,41,Male,Eastern,Agriculture,Secondary,Rural,49527
1671,32,Female,Southern,Services,No Education,Rural,315537
1672,30,Male,Western,Services,Primary,Rural,95879
1673,30,Female,Eastern,Services,Secondary,Rural,302855
1674,23,Male,Kigali,Other,Tertiary,Rural,272794
1675,54,Female,Eastern,Agriculture,Primary,Rural,43578
1676,31,Male,Northern,Services,Primary,Urban,105918
1677,49,Female,Kigali,Trade,Secondary,Rural,361283
1678,53,Male,Southern,Services,Primary,Rural,70069
1679,46,Male,Western,Agriculture,Secondary,Rural,113449
1680,29,Female,Western,Services,Secondary,Rural,82343
1681,39,Female,Kigali,Agriculture,Primary,Rural,67575
1682,34,Female,Western,Agriculture,Secondary,Rural,98942
1683,24,Female,Southern,Trade,Secondary,Urban,89182
1684,38,Female,Eastern,Services,Primary,Rural,60432
1685,20,Male,Northern,Other,Secondary,Urban,209765
1686,49,Male,Southern,Trade,No Education,Rural,50222
1687,29,Male,Eastern,Manufacturing,Secondary,Rural,93930
1688,37,Female,Eastern,Agriculture,Primary,Urban,53278
1689,38,Male,Eastern,Services,Secondary,Rural,144691
1690,31,Male,Northern,Agriculture,Primary,Rural,184818
1691,42,Female,Kigali,Other,Primary,Urban,471133
1692,29,Female,Western,Agriculture,Secondary,Rural,57439
1693,45,Male,Southern,Agriculture,No Education,Urban,573474
1694,18,Male,Northern,Services,Primary,Rural,58329
1695,36,Male,Kigali,Agriculture,Primary,Rural,206696
1696,58,Male,Northern,Agriculture,Primary,Rural,48767
1697,22,Male,Kigali,Services,Tertiary,Rural,106230
1698,26,Female,Kigali,Agriculture,Secondary,Rural,56580
1699,41,Female,Northern,Agriculture,No Education,Urban,98445
1700,37,Female,Eastern,Agriculture,Secondary,Rural,163276
1701,39,Male,Northern,Manufacturing,Secondary,Rural,307039
1702,40,Female,Kigali,Services,Tertiary,Urban,130259
1703,42,Male,Eastern,Services,Primary,Rural,59036
1704,48,Male,Kigali,Services,Secondary,Urban,96157
1705,39,Female,Western,Agriculture,Secondary,Rural,93914
1706,32,Male,Northern,Other,Secondary,Rural,108471
1707,43,Male,Southern,Agriculture,Secondary,Rural,48005
1708,57,Female,Eastern,Manufacturing,Primary,Rural,188615
1709,33,Male,Kigali,Trade,Secondary,Rural,784199
1710,23,Female,Western,Trade,Secondary,Urban,111408
1711,48,Male,Kigali,Agriculture,Tertiary,Rural,100492
1712,33,Female,Eastern,Agriculture,Primary,Rural,135930
1713,18,Male,Northern,Manufacturing,Secondary,Rural,114896
1714,45,Male,Kigali,Agriculture,Tertiary,Rural,242756
1715,28,Female,Southern,Trade,Secondary,Urban,93891
1716,33,Male,Northern,Manufacturing,Tertiary,Rural,1077285
1717,38,Male,Kigali,Manufacturing,Secondary,Urban,307743
1718,37,Male,Kigali,Agriculture,Primary,Urban,68769
1719,43,Male,Kigali,Manufacturing,Secondary,Rural,112182
1720,29,Male,Western,Manufacturing,Primary,Urban,131020
1721,41,Male,Southern,Trade,Secondary,Urban,500282
1722,31,Female,Kigali,Agriculture,Primary,Rural,31481
1723,43,Male,Kigali,Agriculture,Secondary,Urban,78216
1724,42,Female,Southern,Agriculture,Secondary,Urban,85157
1725,23,Male,Northern,Agriculture,Primary,Urban,111522
1726,48,Male,Eastern,Services,Primary,Urban,136367
1727,28,Female,Eastern,Other,Tertiary,Rural,53895
1728,44,Male,Kigali,Agriculture,No Education,Rural,57354
1729,39,Female,Southern,Trade,No Education,Rural,91158
1730,57,Male,Western,Agriculture,Primary,Rural,52558
1731,32,Female,Kigali,Agriculture,Tertiary,Urban,320112
1732,30,Female,Northern,Agriculture,Tertiary,Urban,385591
1733,34,Female,Eastern,Agriculture,Secondary,Urban,125351
1734,31,Female,Eastern,Other,Tertiary,Rural,213676
1735,44,Female,Kigali,Agriculture,Primary,Rural,15418
1736,18,Male,Southern,Services,Tertiary,Rural,152241
1737,22,Male,Eastern,Services,Primary,Rural,291119
1738,22,Female,Northern,Other,Primary,Urban,100601
1739,46,Male,Eastern,Agriculture,Primary,Rural,48163
1740,55,Male,Kigali,Agriculture,Secondary,Rural,634994
1741,33,Female,Kigali,Agriculture,Secondary,Rural,439979
1742,32,Male,Southern,Services,Primary,Rural,189414
1743,35,Female,Kigali,Agriculture,Tertiary,Rural,353546
1744,48,Female,Southern,Trade,Primary,Rural,18298
1745,23,Female,Eastern,Services,Primary,Rural,69396
1746,37,Female,Eastern,Services,Secondary,Rural,105737
1747,46,Male,Eastern,Services,Secondary,Rural,127503
1748,41,Male,Eastern,Agriculture,Secondary,Urban,90186
1749,37,Male,Kigali,Services,Secondary,Rural,20023
1750,47,Male,Eastern,Other,Secondary,Rural,174762
1751,18,Female,Southern,Trade,Primary,Urban,218075
1752,43,Female,Southern,Trade,Secondary,Rural,462260
1753,27,Male,Kigali,Trade,Tertiary,Urban,122946
1754,18,Male,Eastern,Agriculture,No Education,Rural,39368
1755,41,Female,Kigali,Agriculture,Tertiary,Rural,16658
1756,51,Male,Kigali,Agriculture,Secondary,Urban,105527
1757,33,Female,Kigali,Agriculture,Primary,Urban,232215
1758,46,Male,Western,Agriculture,Tertiary,Rural,87136
1759,54,Female,Kigali,Services,Secondary,Rural,855500
1760,50,Female,Kigali,Manufacturing,Primary,Rural,123810
1761,54,Female,Kigali,Trade,Primary,Rural,122137
1762,43,Female,Kigali,Manufacturing,Primary,Rural,51087
1763,35,Male,Northern,Other,Secondary,Rural,161480
1764,18,Male,Kigali,Agriculture,Secondary,Urban,27395
1765,32,Female,Kigali,Agriculture,Tertiary,Urban,321890
1766,24,Male,Northern,Manufacturing,Primary,Urban,352811
1767,61,Female,Eastern,Agriculture,Primary,Urban,335026
1768,32,Female,Southern,Agriculture,No Education,Rural,34922
1769,36,Female,Northern,Agriculture,Secondary,Urban,151756
1770,41,Female,Kigali,Agriculture,Tertiary,Rural,223171
1771,35,Female,Southern,Services,Secondary,Rural,219369
1772,55,Female,Kigali,Services,Primary,Urban,84775
1773,27,Male,Northern,Services,Tertiary,Rural,31461
1774,37,Male,Eastern,Manufacturing,Secondary,Urban,308281
1775,26,Male,Kigali,Agriculture,No Education,Rural,69902
1776,19,Female,Northern,Agriculture,Secondary,Urban,84816
1777,27,Male,Western,Agriculture,Primary,Rural,160063
1778,34,Female,Western,Agriculture,Primary,Rural,83803
1779,29,Male,Northern,Manufacturing,Primary,Rural,52914
1780,26,Female,Eastern,Trade,Secondary,Rural,27369
1781,18,Male,Kigali,Manufacturing,Primary,Rural,61611
1782,34,Female,Kigali,Agriculture,Primary,Rural,589232
1783,18,Female,Eastern,Services,Primary,Rural,232315
1784,44,Male,Eastern,Services,Secondary,Rural,179077
1785,35,Male,Western,Services,Tertiary,Rural,184384
1786,18,Female,Eastern,Services,Secondary,Urban,164248
1787,31,Female,Eastern,Services,Primary,Rural,331501
1788,25,Male,Eastern,Services,Primary,Rural,88005
1789,38,Female,Southern,Manufacturing,Primary,Rural,241184
1790,51,Female,Southern,Agriculture,Primary,Urban,85458
1791,18,Female,Northern,Manufacturing,Secondary,Rural,848276
1792,36,Male,Eastern,Agriculture,Secondary,Rural,185916
1793,33,Male,Southern,Agriculture,Secondary,Rural,278080
1794,43,Female,Kigali,Other,Secondary,Rural,80405
1795,37,Female,Western,Other,Primary,Urban,329121
1796,25,Female,Northern,Agriculture,Primary,Urban,87945
1797,31,Male,Eastern,Services,Secondary,Urban,218617
1798,25,Male,Eastern,Agriculture,Primary,Rural,321323
1799,47,Male,Southern,Services,Primary,Rural,56580
1800,35,Male,Kigali,Trade,Primary,Urban,166087
1801,57,Male,Western,Other,Primary,Rural,154155
1802,34,Male,Eastern,Services,No Education,Rural,179570
1803,26,Female,Eastern,Agriculture,Secondary,Urban,93056
1804,18,Male,Kigali,Services,Tertiary,Urban,1471045
1805,18,Female,Eastern,Agriculture,Primary,Rural,30829
1806,18,Female,Eastern,Other,No Education,Rural,317143
1807,38,Female,Eastern,Trade,Secondary,Rural,339224
1808,41,Male,Southern,Services,Primary,Rural,596206
1809,18,Female,Eastern,Agriculture,Primary,Rural,24381
1810,45,Female,Western,Agriculture,No Education,Rural,39410
1811,29,Female,Northern,Agriculture,Primary,Rural,286565
1812,36,Female,Southern,Trade,Secondary,Rural,28587
1813,54,Female,Kigali,Services,Secondary,Rural,42596
1814,45,Female,Eastern,Agriculture,Primary,Rural,58777
1815,31,Male,Eastern,Services,Primary,Urban,197519
1816,24,Female,Northern,Trade,Primary,Rural,388127
1817,18,Male,Western,Agriculture,No Education,Rural,68093
1818,26,Female,Kigali,Trade,Tertiary,Rural,109228
1819,32,Male,Kigali,Trade,Secondary,Urban,214023
1820,23,Male,Western,Other,Secondary,Urban,242900
1821,33,Female,Kigali,Agriculture,Secondary,Rural,146124
1822,35,Female,Southern,Agriculture,Secondary,Urban,115750
1823,32,Male,Northern,Agriculture,Secondary,Rural,21485
1824,27,Male,Southern,Agriculture,No Education,Rural,37902
1825,37,Female,Kigali,Agriculture,Primary,Rural,270596
1826,40,Male,Kigali,Services,Secondary,Urban,232513
1827,21,Female,Northern,Services,Primary,Urban,130872
1828,51,Male,Western,Trade,Tertiary,Urban,565059
1829,33,Female,Eastern,Agriculture,Secondary,Urban,54040
1830,35,Female,Eastern,Services,Tertiary,Rural,178051
1831,43,Male,Northern,Trade,Primary,Rural,121238
1832,37,Male,Western,Trade,Tertiary,Urban,162275
1833,46,Male,Southern,Trade,Primary,Urban,153014
1834,38,Female,Western,Manufacturing,Tertiary,Urban,278303
1835,27,Female,Kigali,Other,Primary,Rural,35448
1836,39,Female,Kigali,Agriculture,Secondary,Rural,118705
1837,21,Male,Northern,Services,Secondary,Rural,53210
1838,36,Male,Southern,Agriculture,Primary,Rural,99176
1839,34,Male,Kigali,Agriculture,Secondary,Rural,308207
1840,32,Male,Kigali,Agriculture,Tertiary,Rural,113530
1841,33,Female,Southern,Agriculture,Primary,Urban,44238
1842,18,Female,Kigali,Agriculture,Secondary,Rural,92746
1843,28,Female,Eastern,Agriculture,No Education,Urban,52767
1844,36,Male,Northern,Agriculture,Secondary,Rural,165186
1845,36,Female,Northern,Other,Secondary,Urban,148202
1846,22,Female,Southern,Agriculture,Primary,Rural,341115
1847,50,Female,Eastern,Manufacturing,No Education,Urban,455535
1848,24,Female,Northern,Agriculture,Secondary,Rural,90831
1849,46,Male,Northern,Other,No Education,Urban,227487
1850,40,Male,Northern,Trade,No Education,Rural,72071
1851,27,Female,Northern,Manufacturing,Secondary,Rural,184610
1852,56,Male,Kigali,Manufacturing,Primary,Rural,113849
1853,20,Male,Kigali,Agriculture,Primary,Rural,160384
1854,46,Female,Kigali,Other,Secondary,Rural,403832
1855,47,Female,Kigali,Trade,No Education,Urban,243113
1856,26,Female,Northern,Trade,Primary,Rural,227034
1857,51,Male,Southern,Manufacturing,Primary,Rural,318128
1858,31,Male,Southern,Agriculture,Secondary,Rural,159568
1859,38,Female,Southern,Trade,Secondary,Rural,51582
1860,38,Female,Eastern,Agriculture,Secondary,Rural,400311
1861,33,Female,Eastern,Services,Primary,Rural,551921
1862,44,Female,Eastern,Agriculture,No Education,Rural,65496
1863,44,Female,Kigali,Other,No Education,Rural,73382
1864,18,Female,Kigali,Agriculture,Primary,Urban,184325
1865,50,Male,Northern,Agriculture,Tertiary,Urban,287120
1866,18,Female,Western,Services,Primary,Rural,110865
1867,47,Female,Kigali,Trade,Primary,Rural,39946
1868,48,Female,Kigali,Services,Primary,Rural,166407
1869,21,Female,Southern,Agriculture,Secondary,Urban,207468
1870,30,Female,Kigali,Agriculture,Secondary,Rural,183483
1871,21,Male,Southern,Trade,Secondary,Rural,169701
1872,32,Female,Southern,Other,Tertiary,Rural,143042
1873,31,Male,Western,Trade,Secondary,Rural,284237
1874,44,Female,Eastern,Services,Primary,Rural,137353
1875,50,Male,Southern,Other,Primary,Urban,97317
1876,51,Male,Eastern,Services,Secondary,Rural,133274
1877,28,Male,Northern,Services,Secondary,Rural,38097
1878,32,Female,Eastern,Services,Secondary,Rural,133104
1879,18,Male,Kigali,Services,Secondary,Urban,347249
1880,25,Male,Northern,Trade,Secondary,Rural,168415
1881,46,Female,Northern,Services,Tertiary,Urban,935656
1882,54,Male,Southern,Agriculture,Secondary,Rural,83186
1883,20,Female,Southern,Agriculture,Secondary,Urban,197093
1884,27,Female,Southern,Agriculture,Primary,Urban,212930
1885,34,Female,Kigali,Services,Secondary,Urban,1304506
1886,38,Male,Southern,Agriculture,Tertiary,Urban,207486
1887,25,Female,Northern,Agriculture,Primary,Urban,48980
1888,40,Male,Western,Manufacturing,Secondary,Rural,354045
1889,29,Male,Western,Manufacturing,Secondary,Urban,1039013
1890,34,Male,Kigali,Trade,No Education,Rural,76264
1891,41,Female,Southern,Services,Secondary,Urban,392352
1892,35,Male,Kigali,Trade,Primary,Rural,290190
1893,29,Female,Eastern,Other,Tertiary,Rural,400888
1894,33,Female,Northern,Trade,Secondary,Urban,184457
1895,33,Female,Kigali,Services,Primary,Rural,74522
1896,30,Male,Southern,Agriculture,Primary,Urban,105821
1897,31,Female,Kigali,Other,Secondary,Rural,185209
1898,54,Female,Kigali,Agriculture,Primary,Rural,179646
1899,41,Female,Northern,Agriculture,No Education,Urban,134104
1900,31,Male,Southern,Services,Secondary,Urban,147727
1901,43,Female,Western,Agriculture,Primary,Urban,176104
1902,30,Male,Southern,Other,Primary,Rural,216074
1903,49,Male,Southern,Services,Secondary,Rural,208641
1904,39,Male,Eastern,Services,Tertiary,Rural,109224
1905,33,Female,Kigali,Manufacturing,Secondary,Rural,155392
1906,40,Male,Kigali,Services,Secondary,Urban,427327
1907,18,Male,Northern,Agriculture,Primary,Urban,37351
1908,21,Female,Southern,Services,Primary,Urban,31743
1909,20,Female,Eastern,Manufacturing,Primary,Rural,508006
1910,36,Male,Southern,Services,Secondary,Urban,301396
1911,55,Female,Northern,Trade,Tertiary,Rural,288707
1912,61,Male,Kigali,Agriculture,Secondary,Urban,56394
1913,42,Male,Kigali,Agriculture,Tertiary,Urban,333377
1914,41,Male,Southern,Agriculture,Secondary,Rural,127953
1915,18,Female,Southern,Agriculture,Primary,Rural,24457
1916,28,Male,Western,Trade,Primary,Rural,339332
1917,25,Male,Kigali,Trade,No Education,Rural,112077
1918,27,Male,Western,Agriculture,No Education,Rural,57525
1919,32,Female,Kigali,Services,Secondary,Urban,147954
1920,29,Male,Kigali,Manufacturing,Primary,Rural,30321
1921,18,Male,Western,Agriculture,Secondary,Rural,165031
1922,43,Male,Kigali,Agriculture,Secondary,Urban,164566
1923,22,Male,Southern,Other,Primary,Rural,92971
1924,37,Female,Kigali,Services,Secondary,Urban,556731
1925,59,Female,Northern,Other,Secondary,Urban,55140
1926,23,Male,Western,Agriculture,Primary,Rural,53892
1927,18,Male,Eastern,Manufacturing,Secondary,Rural,91019
1928,31,Male,Southern,Agriculture,Secondary,Rural,82140
1929,48,Male,Kigali,Agriculture,Secondary,Urban,140865
1930,58,Male,Northern,Services,Tertiary,Rural,300775
1931,20,Female,Eastern,Agriculture,Tertiary,Rural,107695
1932,40,Female,Kigali,Agriculture,Tertiary,Urban,91594
1933,29,Female,Eastern,Agriculture,Primary,Rural,334694
1934,33,Female,Kigali,Agriculture,No Education,Rural,543708
1935,66,Female,Western,Manufacturing,Primary,Rural,170486
1936,18,Female,Eastern,Services,Primary,Urban,92463
1937,38,Male,Kigali,Agriculture,Tertiary,Urban,601613
1938,40,Female,Eastern,Agriculture,Secondary,Rural,32267
1939,48,Male,Eastern,Agriculture,No Education,Rural,60417
1940,36,Female,Southern,Services,Primary,Rural,74662
1941,38,Female,Western,Agriculture,Primary,Urban,44663
1942,30,Male,Eastern,Trade,Secondary,Rural,102574
1943,38,Male,Western,Agriculture,Secondary,Rural,51425
1944,30,Female,Northern,Agriculture,Tertiary,Urban,186676
1945,42,Male,Kigali,Trade,Tertiary,Rural,181593
1946,30,Female,Southern,Manufacturing,Primary,Rural,92477
1947,39,Female,Northern,Agriculture,Primary,Urban,83962
1948,34,Female,Southern,Trade,Primary,Urban,117359
1949,48,Female,Western,Services,Primary,Rural,249074
1950,34,Male,Eastern,Trade,Tertiary,Rural,157793
1951,18,Male,Western,Services,Secondary,Rural,297880
1952,50,Female,Southern,Manufacturing,Secondary,Urban,373193
1953,24,Female,Eastern,Other,Secondary,Urban,263538
1954,27,Female,Northern,Agriculture,No Education,Rural,239697
1955,27,Male,Eastern,Services,No Education,Rural,48378
1956,51,Male,Western,Services,Secondary,Urban,137105
1957,18,Female,Southern,Agriculture,Secondary,Rural,420777
1958,70,Male,Kigali,Agriculture,Primary,Urban,91920
1959,47,Female,Eastern,Agriculture,Secondary,Urban,14037
1960,37,Male,Northern,Services,Secondary,Urban,170190
1961,34,Female,Kigali,Services,Primary,Urban,188706
1962,38,Female,Kigali,Services,Secondary,Rural,18977
1963,41,Female,Eastern,Agriculture,Primary,Rural,252537
1964,42,Male,Eastern,Services,Secondary,Rural,87004
1965,41,Female,Eastern,Other,Secondary,Rural,166910
1966,36,Female,Kigali,Agriculture,Tertiary,Rural,118641
1967,32,Male,Kigali,Services,Primary,Rural,46488
1968,33,Female,Southern,Trade,Primary,Rural,46115
